HS233	XY	0	HS233	1	00-reads/HS233_R1.fastq.gz	00-reads/HS233_R2.fastq.gz
HS239	XY	0	HS239	1	00-reads/HS239_R1.fastq.gz	00-reads/HS239_R2.fastq.gz
